StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q36,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q8,Q9,Q9_3_TEXT,Q10,Q10_5_TEXT,Q11,Q12,Q13,Q14,Q15,Q15_5_TEXT,Q16,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q32_9,Q32_10,Q32_10_TEXT,Q33,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_6,Q18_5,Q18_5_TEXT,Q20,Q21,Q22,Q23,Q24,Q25,Q26
2021-09-16 17:47:26,2021-09-16 17:51:15,IP Address,174.243.80.57,100,228,True,2021-09-16 17:51:15,R_2SHRFmZIvYHAMFJ,,,,,41.6085968017578125,-93.74639892578125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Not enough quality housing,,,Slightly important,Slightly important,Slightly important,Important,Slightly important,Important,Important,Slightly important,Important,,,,No,3,2,4,5,1,6,,,Female,26 - 40,2,2,White or Caucasian,"$60,000-$79,999"
2021-09-16 20:10:57,2021-09-16 20:14:29,IP Address,38.121.112.24,100,211,True,2021-09-16 20:14:29,R_1GJQFrwC5k6CscV,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,1-5 years,Oakland,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,No,Not enough of the right home styles,,Single family home,Extremely important,Extremely important,Not at all important,Slightly important,Slightly important,Extremely important,Extremely important,Very important,Extremely important,Not at all important,,,No,4,1,2,3,5,6,,,Female,26 - 40,1,4,White or Caucasian,"$60,000-$79,999"
2021-09-17 04:29:54,2021-09-17 04:40:36,IP Address,174.198.78.6,100,641,True,2021-09-17 04:40:37,R_2t6gFKXoIto26lV,,,,,41.237701416015625,-95.9998016357421875,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"$175,000-$250,000",Yes,Own,,Single family home,,Less than $300,Excellent,No,,Other,"Not enough trees/nature/wild life and concerns over farming practices. We will most likely be moving out of the area because of these. The ground around here is getting raped and in other winter it looks like a desert. ",,Not at all important,Not at all important,Important,Important,Important,Slightly important,Very important,Not at all important,Slightly important,Extremely important,"Trees ","Gas Station 
Small Grocery Store
Restaurants 
Pool is a big bonus ",No,4,3,1,5,2,6,,I do know many people looking for rentals in the Carson area. Also bring more strict about how people maintain their property. Several house in Oakland look like junk yards,Female,26 - 40,2,2,White or Caucasian,"$80,000-$99,999"
2021-09-17 08:04:12,2021-09-17 08:10:57,IP Address,38.121.112.24,100,404,True,2021-09-17 08:10:57,R_Q9AOEbEDgwnKoaB,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$100,000-$175,000",No,Own,,Single family home,,"$1,200-$1,499",Fair,Yes,Yes,Not enough quality housing,,"Single family home,Independent Living Complex,Assisted Living Complex",Important,Important,Very important,Important,Slightly important,Slightly important,Very important,Slightly important,Very important,,,Sidwalks,No,5,2,3,1,4,6,,"Get rid of slumlords ",Male,26 - 40,2,3,White or Caucasian,"$100,000-$149,999"
2021-09-17 08:49:13,2021-09-17 08:54:21,IP Address,167.142.190.113,100,307,True,2021-09-17 08:54:21,R_C7eFYOJnan3Y001,,,,,40.9842987060546875,-94.73470306396484375,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"$250,000-$325,000",Yes,Own,,Single family home,,"$1,200-$1,499",Excellent,No,No,Not enough affordable housing,,Single family home,Extremely important,Extremely important,Extremely important,Extremely important,Not at all important,Extremely important,Very important,Not at all important,Very important,,,,No,2,4,3,1,5,6,,,Male,41-55,2,2,White or Caucasian,"$100,000-$149,999"
2021-09-17 16:51:17,2021-09-17 16:54:16,IP Address,38.121.121.22,100,178,True,2021-09-17 16:54:16,R_D7DzIwDoSHaLeox,,,,,41.64349365234375,-95.78569793701171875,anonymous,EN,No,,,I own a home elsewhere,,"Better community amenities (parks, community center, library, restaurants)",,"Over $400,000",,,,,,,,,,Other,WE DO NOT OWN FARM LAND IN EAST POTT CO.,Single family home,Important,Important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Important,Extremely important,,,all of the examples given,No,5,4,3,2,1,6,,,Female,41-55,2,2,White or Caucasian,"$200,000 or more"
2021-09-17 20:22:05,2021-09-17 20:31:09,IP Address,174.213.160.113,100,544,True,2021-09-17 20:31:10,R_1dhpXFvppnm8kZp,,,,,44.9833984375,-93.26219940185546875,anonymous,EN,Yes,More than 10 years,Macedonia,,,,"Would be interested in up-sizing,Would be interested in an existing single-family home","Less than $100,000",No,Own,,Single family home,,$500-$699,Fair,Yes,Yes,Not enough affordable housing,,Single family home,Not at all important,Important,Important,Very important,Slightly important,Important,Important,Not at all important,Important,Not at all important,,none,No,5,3,1,2,4,6,,I have no idea,Male,26 - 40,2,3,White or Caucasian,"$60,000-$79,999"
2021-09-20 06:30:39,2021-09-20 06:39:29,IP Address,207.28.56.83,100,530,True,2021-09-20 06:39:30,R_2Yz9zGSKYunfOvA,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$175,000-$250,000",Yes,Own,,Single family home,,$300-$499,Excellent,No,Yes,Not enough of the right home styles,,"Townhome,Condo,Independent Living Complex,Assisted Living Complex",Very important,Very important,Not at all important,Very important,Not at all important,Very important,Very important,Very important,Very important,,,Restaurants and golf course.,No,2,3,4,1,5,6,,Not sure.,Male,56-70,2,0,White or Caucasian,"$40,000-$59,999"
2021-09-20 11:39:30,2021-09-20 11:45:35,IP Address,198.217.24.112,100,365,True,2021-09-20 11:45:35,R_3O6vvteoKZraixV,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Carson,,,,"Would be interested in up-sizing,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$250,000-$325,000",Yes,Own,,Single family home,,"$1,500-1,999",Fair,Yes,Yes,Not enough quality housing,,Single family home,Important,Important,Very important,Very important,,Very important,Very important,Slightly important,Important,,,"Restaurants, Grocery Store, Gas Station, Auto Service/Repair, Trades (plumbing, HVAC, Home Repair)",Yes,5,3,1,2,4,6,,Infrastructure Improvement,Female,41-55,1,1,White or Caucasian,"$60,000-$79,999"
2021-09-20 16:05:22,2021-09-20 16:07:51,IP Address,38.121.120.2,100,148,True,2021-09-20 16:07:51,R_1gotpb3dktUiMwJ,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56-70,,,,
2021-09-20 16:40:40,2021-09-20 16:44:53,IP Address,173.215.87.91,100,252,True,2021-09-20 16:44:53,R_3kj02AaxhLP5Z1F,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$175,000-$250,000",Yes,Own,,Single family home,,"$1,500-1,999",Excellent,Yes,Yes,Not enough quality housing,,Single family home,Extremely important,Extremely important,Important,Important,Not at all important,Extremely important,Extremely important,Important,Extremely important,,,Restaurants,No,3,4,5,1,2,6,,,Female,41-55,2,1,White or Caucasian,"$100,000-$149,999"
2021-09-22 10:42:21,2021-09-22 10:48:40,IP Address,207.28.56.83,100,379,True,2021-09-22 10:48:41,R_DpzSoTPdYzcwvp7,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$175,000-$250,000",Yes,Own,,Single family home,,"$1,500-1,999",Good,Yes,Yes,Not enough quality housing,,"Single family home,Assisted Living Complex",Very important,Very important,Very important,Very important,Slightly important,Very important,Extremely important,Very important,Extremely important,,,"restaurants, activities for families, parks, stores",No,5,1,2,4,3,6,,"We need a place in Oakland where new houses can be built, we need assisted living housing, we need programs that help people by giving incentives to buy homes and to keep existing houses looking nice, we need good rentals",Female,41-55,2,3,White or Caucasian,"$100,000-$149,999"
2021-09-22 13:48:04,2021-09-22 13:51:38,IP Address,207.28.56.83,100,214,True,2021-09-22 13:51:39,R_3fYLkm0FJTP3kyP,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Oakland,,,,Would be interested in up-sizing,"$175,000-$250,000",Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough affordable housing,,Single family home,Important,Important,Very important,Very important,Very important,Important,Very important,Important,Very important,,,,No,5,4,2,3,1,6,,,Male,26 - 40,2,1,White or Caucasian,"$80,000-$99,999"
2021-09-15 15:13:36,2021-09-15 15:14:33,IP Address,69.80.126.138,28,56,False,2021-09-22 15:14:34,R_1NlwPoWvBldEIvQ,,,,,,,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-15 15:16:09,2021-09-15 15:18:08,IP Address,174.242.226.35,38,119,False,2021-09-22 15:18:09,R_2z5CHalTESh6BTJ,,,,,,,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,,No,Rent,,Single family home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-15 15:21:39,2021-09-15 15:24:55,IP Address,107.77.208.84,66,195,False,2021-09-22 15:24:55,R_10vDVqDx5ZWqmRO,,,,,,,anonymous,EN,Yes,Less than 1 year,Oakland,,,,Would be interested in renting,"Less than $100,000",No,Rent,,Other,,Less than $300,Fair,No,Yes,Not enough affordable housing,,"Duplex,Townhome,Condo,Apartment,Single family home,Independent Living Complex",Very important,Very important,Slightly important,Slightly important,Slightly important,Extremely important,Important,Slightly important,Slightly important,,,,,,,,,,,,,,,,,,
2021-09-15 15:38:27,2021-09-15 15:39:55,IP Address,207.199.214.147,55,87,False,2021-09-22 15:39:55,R_cNixJGuqCbcoOv7,,,,,,,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"$250,000-$325,000",Yes,Rent,,Single family home,,$700-$899,Good,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-15 15:47:14,2021-09-15 15:48:50,IP Address,174.198.79.220,62,96,False,2021-09-22 15:48:50,R_UXci60IemSttIcN,,,,,,,anonymous,EN,Yes,More than 10 years,Oakland,,,,"Not interested in a different home,Would be interested in a new construction single-family home","$100,000-$175,000",No,Own,,Single family home,,"$900-$1,199",Good,No,No,Not enough affordable housing,,Single family home,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-15 16:09:33,2021-09-15 16:11:52,IP Address,174.198.80.56,62,138,False,2021-09-22 16:11:53,R_3dWjhKoIXu7UMsV,,,,,,,anonymous,EN,Yes,6-10 years,Macedonia,,,,Would be interested in a new construction single-family home,"$325,000-$400,000",Yes,Own,,Single family home,,"$900-$1,199",Fair,Yes,No,Not enough quality housing,,Single family home,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-15 16:07:43,2021-09-15 16:12:35,IP Address,174.243.115.110,52,292,False,2021-09-22 16:12:35,R_27DtNAotLSfmjm9,,,,,,,anonymous,EN,Yes,6-10 years,Carson,,,,Not interested in a different home,"$175,000-$250,000",Yes,Own,,Single family home,,"$1,200-$1,499",Excellent,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-15 17:06:20,2021-09-15 17:07:29,IP Address,173.215.87.188,55,68,False,2021-09-22 17:07:32,R_54n3OTzkcmqaerv,,,,,,,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$100,000-$175,000",No,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-15 20:50:55,2021-09-15 20:56:26,IP Address,174.198.81.96,66,330,False,2021-09-22 20:56:26,R_Xo00J7z2TbDAOsN,,,,,,,anonymous,EN,Yes,More than 10 years,Unincorporated East Pottawattamie County,,,,Not interested in a different home,"Less than $100,000",Yes,Own,,Single family home,,Less than $300,Good,No,Yes,Not enough affordable housing,,Single family home,Not at all important,Not at all important,Not at all important,Slightly important,Extremely important,Not at all important,Very important,Slightly important,Important,Not at all important,,,,,,,,,,,,,,,,,
2021-09-15 21:31:31,2021-09-15 21:34:29,IP Address,67.55.191.114,72,177,False,2021-09-22 21:34:31,R_xrC61mYFMxdFIAx,,,,,,,anonymous,EN,Yes,1-5 years,Carson,,,,"Not interested in a different home,Would be interested in a new construction single-family home","$175,000-$250,000",Yes,Own,,Single family home,,$700-$899,Good,Yes,Yes,Not enough affordable housing,,Single family home,Extremely important,Extremely important,Important,Important,Not at all important,Slightly important,Important,Important,Important,Not at all important,,,No,,,,,,,,,,,,,,
2021-09-16 06:36:32,2021-09-16 07:09:17,IP Address,207.28.56.83,72,1965,False,2021-09-23 07:09:18,R_W6QkmAkBSliY1Al,,,,,,,anonymous,EN,Yes,More than 10 years,Unincorporated East Pottawattamie County,,,,Would be interested in a new construction single-family home,"$175,000-$250,000",Yes,Other,"Family home, wanting to purchase it with ground",Single family home,,$700-$899,Fair,Yes,Yes,Not enough affordable housing,,Single family home,Slightly important,Slightly important,Very important,Very important,Extremely important,Very important,Extremely important,Important,Very important,,,,No,,,,,,,,,,,,,,
2021-09-16 07:14:03,2021-09-16 07:14:34,IP Address,207.28.56.83,21,30,False,2021-09-23 07:14:35,R_3R9fZ91FAyiDQa5,,,,,,,anonymous,EN,No,,,"I own a home elsewhere,My spouse works in another community",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-23 07:27:38,2021-09-23 07:31:53,IP Address,67.55.169.237,100,255,True,2021-09-23 07:31:53,R_2wBxj8XwaSKmf07,,,,,41.1898956298828125,-95.434600830078125,anonymous,EN,Yes,Less than 1 year,Macedonia,,,,Not interested in a different home,"Over $400,000",Yes,Own,,Single family home,,"$2,000 or more",Excellent,Yes,No,Not enough quality housing,,Single family home,,,,,,,,,,,,"Parks, library, restaurants, convenience store",No,5,1,3,4,2,6,,,Male,41-55,2,3,White or Caucasian,"$150,000-$199,999"
2021-09-16 07:55:17,2021-09-16 07:59:41,IP Address,207.28.61.253,24,263,False,2021-09-23 07:59:41,R_RE0C5cBGqXX5MBj,,,,,,,anonymous,EN,Yes,More than 10 years,Oakland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-16 08:22:34,2021-09-17 07:00:54,IP Address,66.37.241.197,72,81499,False,2021-09-24 07:00:55,R_1f7xuB5hFmeR5JK,,,,,,,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"Over $400,000",No,Own,,Single family home,,"$900-$1,199",Good,No,Yes,Not enough quality housing,,Single family home,Important,Important,Important,Important,Slightly important,Important,Important,Not at all important,Important,,,,No,,,,,,,,,,,,,,
2021-09-17 09:39:38,2021-09-17 09:44:40,IP Address,207.28.56.83,55,301,False,2021-09-24 09:44:41,R_3soyVkRcsCwpGfa,,,,,,,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,,Yes,Own,,Single family home,,$500-$699,Fair,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-20 07:37:45,2021-09-20 07:40:28,IP Address,67.55.191.206,90,163,False,2021-09-27 07:40:29,R_W0TtAGtAuoWP9rX,,,,,,,anonymous,EN,Yes,,Oakland,,,,,,Retired,Own,,Other,,"$2,000 or more",Excellent,No,No,Employment opportunities,,Assisted Living Complex,,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,,,No,,,,,,,,,,,,,,
2021-09-27 09:21:16,2021-09-27 09:46:25,IP Address,207.28.56.83,100,1509,True,2021-09-27 09:46:26,R_2DMQQ08oyr5uuox,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Unincorporated East Pottawattamie County,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,$500-$699,Good,Yes,Yes,Not enough affordable housing,,,,,,,Very important,,,,,,,"restaurants
church
grocery store
",No,4,2,3,1,5,6,,"Make sure run down properties/businesses are cleaned up to create a good first impression.
Good town infrastructure in place.",Female,56-70,2,0,White or Caucasian,"$40,000-$59,999"
